,0
9106,GPD1L
9107,GJA1
9108,CCNO
9109,DDX4
9110,CLEC4F
9111,SLC30A6
9112,RASGRP3
9113,SAR1B
9114,CATSPER3
9115,GPR180
9116,TCTEX1D1
9117,WDR78
9118,ANKRD22
9119,FARP1
9120,IFIT5
9121,SLC16A12
9122,PANK1
9123,PRDM8
9124,BMP3
9125,HNRPDL
9126,HHEX
9127,UTRN
9128,GRM1
9129,PTPRK
9130,GGPS1
9131,ZNF117
9132,RAB3C
9133,IFLTD1
9134,MARVELD2
9135,RAD17
9136,MED21
9137,PLOD2
9138,STK32B
9139,NRSN1
9140,JAKMIP1
9141,ZIC1
9142,GPR125
9143,CPB1
9144,SREK1IP1
9145,LGI2
9146,CWC27
9147,MR1
9148,SRP19
9149,CENPH
9150,CDYL
9151,CARHSP1
9152,TEKT5
9153,BANK1
9154,TXNDC11
9155,ACMSD
9156,ACOXL
9157,BCL2L11
9158,CAST
9159,SCOC
9160,CLGN
9161,CETN3
9162,SMARCA5
9163,SYCP2L
9164,BMP6
9165,RASSF3
9166,HNRNPU
9167,RANBP2
9168,AHCTF1
9169,MERTK
9170,TMEM87B
9171,PTPRR
9172,NR4A2
9173,CCDC148
9174,PLA2R1
9175,RBMS1
9176,SCN3A
9177,FEZF2
9178,CD96
9179,SLC25A27
9180,GPR110
9181,GPR115
9182,FRMD1
9183,FAM49B
9184,ASAP1
9185,TRAPPC8
9186,FAM81B
9187,INO80C
9188,LPCAT1
9189,PLEKHG4B
9190,NMRAL1
9191,UBALD1
9192,C16orf89
9193,ING1
9194,TEX29
9195,SPACA7
9196,ADPRHL1
9197,CMTM7
9198,FBXL2
9199,UBP1
9200,RMND5A
9201,CD8A
9202,RPIA
9203,TUBGCP5
9204,PTPRD
9205,LURAP1L
9206,CNKSR3
9207,GTF2E1
9208,CFDP1
9209,ZDHHC7
9210,FAM92B
9211,C7orf31
9212,TMPRSS11D
9213,JAZF1
9214,CMIP
9215,SPHKAP
9216,KCNJ16
9217,PID1
9218,TRIP12
9219,FBXO36
9220,CEBPG
9221,KCTD15
9222,ZNF599
9223,MCOLN2
9224,LGI4
9225,DDAH1
9226,SREK1
9227,CHD1
9228,CLCA3P
9229,ANKFN1
9230,DGKE
9231,HS2ST1
9232,MSI2
9233,CACNA2D1
9234,ZUFSP
9235,GDPD1
9236,NUS1
9237,SEMA3D
9238,PPP2R5E
9239,ASB17
9240,GRAP
9241,SLC5A10
9242,AK5
9243,C17orf103
9244,CABYR
9245,IMPACT
9246,ANKRD29
9247,C6orf57
9248,CHST9
9249,THY1
9250,DNAAF1
9251,C16orf74
9252,TBCEL
9253,JPH3
9254,ANKH
9255,FAM105B
9256,UBASH3B
9257,ROBO4
9258,ROBO3
9259,PANX3
9260,TBRG1
9261,NRGN
9262,FAM134B
9263,CDH12
9264,GPR15
9265,TOMM70A
9266,ABI3BP
9267,ANGPT1
9268,PITPNC1
9269,CC2D1B
9270,CERS3
9271,PRKCA
9272,LRRK1
9273,GAL3ST2
9274,ABCA9
9275,ABCA6
9276,ABCA10
9277,ABCA5
9278,ENPP3
9279,C4orf19
9280,UCHL1
9281,DISP1
9282,TNIK
9283,TDH
9284,FAM167A
9285,NEIL2
9286,PGM5
9287,WNT3A
9288,OBSCN
9289,LONRF1
9290,TRIM11
9291,ENAH
9292,PPP1R3A
9293,CCSAP
9294,ASZ1
9295,SH3RF1
9296,GBP5
9297,BUB3
9298,GPR26
9299,CCDC173
9300,MMP21
9301,C10orf90
9302,FAM69A
9303,ATP5G3
9304,SRSF12
9305,PDLIM3
9306,SORBS2
9307,TCEB1
9308,LY96
9309,PSMA8
9310,TMSB4Y
9311,CXADR
9312,BTG3
9313,C21orf91
9314,CHODL
9315,TMPRSS15
9316,NCAM2
9317,L3MBTL4
9318,PDE1C
9319,MRPL39
9320,JAM2
9321,ATP5J
9322,GABPA
9323,ADAMTS1
9324,ADAMTS5
9325,TSEN2
9326,SLFN13
9327,WNT7A
9328,XPC
9329,C17orf50
9330,CCDC174
9331,FGD5
9332,DPH3
9333,OXNAD1
9334,PLCL2
9335,CXXC1
9336,SKA1
9337,PPP4R1
9338,APCDD1
9339,PIEZO2
9340,MPPE1
9341,USP43
9342,RAB6B
9343,EME1
9344,EPHB1
9345,ACSS1
9346,ANKRD40
9347,ZNF18
9348,CA10
9349,VOPP1
9350,SEPT14
9351,APOOL
9352,DKK2
9353,CYP2U1
9354,FBXL18
9355,CNTNAP5
9356,PROM2
9357,AKD1
9358,ODF1
9359,KLF10
9360,PTPRN2
9361,AZIN1
9362,ATP6V1C1
9363,TMEM55A
9364,OTUD6B
9365,CDK19
9366,MARCKS
9367,TTC39B
9368,AGPAT5
9369,MMS19
9370,OR4K1
9371,PI4K2A
9372,ZFYVE27
9373,GOLGA7B
9374,GPR78
9375,TRMT44
9376,SLC25A28
9377,HSPA13
9378,SAMSN1
9379,USP25
9380,GRAMD3
9381,ZCCHC10
9382,C16orf87
9383,MOV10
9384,RHOC
9385,PPM1J
9386,DBI
9387,SLC16A1
9388,HEATR3
9389,MKI67IP
9390,OXA1L
9391,SLC7A7
9392,MAGEC1
9393,LARP1
9394,CNOT8
9395,GRIA1
9396,LRGUK
9397,SETD9
9398,MIER3
9399,NUP205
9400,ZKSCAN2
9401,C9orf85
9402,PIK3AP1
9403,RBM45
9404,C10orf12
9405,TTN
9406,VSIG4
9407,PDIA4
9408,KDM8
9409,PDZD9
9410,KCTD18
9411,FAM126B
9412,ALS2CR12
9413,ALS2CR11
9414,TMEM237
9415,FZD7
9416,SPAG17
9417,DEPTOR
9418,FMN2
9419,RNF20
9420,CYLC2
9421,PPARGC1B
9422,ELMO1
9423,SLC26A2
9424,LSM11
9425,FAM154A
9426,RRAGA
9427,SLC24A2
9428,TRIM42
9429,ACPL2
9430,ADCY8
9431,RASA2
9432,RMND1
9433,RAET1L
9434,SLA
9435,VBP1
9436,RAB39B
9437,CLIC2
9438,AFF2
9439,EFHA2
9440,GRIP1
9441,VPS37A
9442,KIF5A
9443,TMEM185A
9444,NAT2
9445,MAGEA8
9446,PSD3
9447,C9orf41
9448,MCU
9449,ELMSAN1
9450,TTC18
9451,GNA14
9452,GNAQ
9453,WIF1
9454,UGT2B4
9455,GPR61
9456,MMP16
9457,ADK
9458,KCNMA1
9459,BATF
9460,DCK
9461,ADAMTS3
9462,ALX3
9463,DPY19L4
9464,NDUFAF6
9465,DRAM2
9466,C8orf37
9467,PPEF2
9468,C15orf26
9469,ADAMTSL3
9470,ART3
9471,SLC28A1
9472,WHAMM
9473,CXCL13
9474,N6AMT1
9475,RWDD2B
9476,USP16
9477,CCT8
9478,C21orf7
9479,NAA11
9480,BACH1
9481,CLDN17
9482,CLDN8
9483,TSPAN7
9484,TIAM1
9485,SCAF4
9486,RPGR
9487,CDK20
9488,PCGF6
9489,ANKRD9
9490,SFR1
9491,SORCS3
9492,SFXN2
9493,C14orf2
9494,FUT6
9495,TDRD9
9496,FGF18
9497,PCDH1
9498,SH3RF2
9499,GDF6
9500,UQCRB
9501,MTERFD1
9502,PTDSS1
9503,PPP2R2B
9504,RPL30
9505,KCNS2
9506,FAM122C
9507,SUPV3L1
9508,FAM122B
9509,EEF1A1
9510,FBXO43
9511,HKDC1
9512,HK1
9513,TYSND1
9514,PHF6
9515,CD109
9516,LRFN2
9517,NODAL
9518,PRG3
9519,UBE2L6
9520,ZDHHC5
9521,MED19
9522,ZFAND3
9523,NPTN
9524,KAT6B
9525,SAMD8
9526,RAB11FIP1
9527,UNC5D
9528,GLYATL2
9529,UTP14A
9530,AIFM1
9531,MAPK13
9532,BAG4
9533,MS4A1
9534,WDR67
9535,WDYHV1
9536,ATAD2
9537,FBXO32
9538,NSMCE2
9539,ZNF689
9540,PRR14
9541,FBRS
9542,FRRS1
9543,PHKG2
9544,HIAT1
9545,SASS6
9546,COX6A2
9547,ITGAD
9548,GPR112
9549,ZIC3
9550,MALSU1
9551,VPS8
9552,GALK2
9553,LHFPL4
9554,B3GNT7
9555,PDE6D
9556,EIF4A2
9557,BRPF1
9558,RPUSD3
9559,SST
9560,TATDN2
9561,GHRL
9562,SEC13
9563,FAM92A1P1
9564,EXOG
9565,NTAN1
9566,SHCBP1L
9567,NMNAT2
9568,ZFYVE9
9569,ATP2B2
9570,LYZL4
9571,SLC6A1
9572,SMG1
9573,FCHO2
9574,RBPMS
9575,TMEM171
9576,KLHL40
9577,C8A
9578,TIMP4
9579,SYN2
9580,NRG1
9581,C1orf27
9582,CPT2
9583,NECAP2
9584,LRP8
9585,CDCP2
9586,PAXIP1
9587,STEAP2
9588,SSBP3
9589,HTR5A
9590,CLDN12
9591,MMP14
9592,FZD1
9593,GATAD1
9594,SUSD3
9595,DHRS4
9596,C1orf158
9597,ARMC12
9598,ST3GAL2
9599,FUK
9600,IL34
9601,DHRS1
9602,CACNA1D
9603,ARSE
9604,KIT
9605,HYDIN
9606,AASDH
9607,CACNA2D3
9608,RNF111
9609,FAM81A
9610,MYO1E
9611,APPL1
9612,MUM1L1
9613,AFAP1L1
9614,TSC22D3
9615,DSCR3
9616,DYRK1A
9617,KCNJ6
9618,KCNJ15
9619,ERG
9620,ETS2
9621,TSPAN18
9622,LCA5L
9623,SLC35B2
9624,TMEM164
9625,MX1
9626,CREB3L1
9627,C2CD2
9628,TAB3
9629,SLC38A10
9630,C9orf43
9631,ZNF618
9632,DGKI
9633,C9orf91
9634,SVOPL
9635,SNX22
9636,UBN2
9637,BRAF
9638,SLC34A2
9639,ACAN
9640,PSMG3
9641,CABP1
9642,WDR19
9643,SLC37A3
9644,AP3S2
9645,FMNL2
9646,RPS4Y2
9647,SPPL3
9648,DPYSL5
9649,CCDC164
9650,RAB28
9651,FAM213B
9652,TNFRSF14
9653,PANK4
9654,CIB4
9655,MEGF11
9656,C12orf43
9657,PEX10
9658,RER1
9659,RADIL
9660,SKI
9661,WIPI2
9662,SSX8
9663,LDLRAP1
9664,AGAP1
9665,KRTCAP3
9666,PAFAH2
9667,EXTL1
9668,SLC30A2
9669,BRE
9670,TRIM63
9671,WDR66
9672,MRPL17
9673,DUSP2
9674,GRHL3
9675,UBXN11
9676,NLRP14
9677,PTPDC1
9678,GALNT14
9679,HPD
9680,RHPN1
9681,TPRG1L
9682,LRRC43
9683,AAED1
9684,XDH
9685,CNNM4
9686,EYA3
9687,DZIP1L
9688,TMSB15A
9689,FANCC
9690,MRAS
9691,WASF2
9692,ABHD3
9693,ESYT3
9694,FAIM
9695,FAM46B
9696,CLSTN2
9697,COLEC12
9698,RNF207
9699,CUL4B
9700,GPR153
9701,SLC13A3
9702,GPRASP2
9703,RHBDL2
9704,AUTS2
9705,SHROOM4
9706,HIST1H2BD
9707,CDC25C
9708,HIST1H4H
9709,MITD1
9710,EIF5B
9711,RIBC1
9712,TMSB15B
9713,C2orf62
9714,CNOT11
9715,KCNB1
9716,TSPAN33
9717,NRG2
9718,AHCYL2
9719,B4GALT5
9720,CD1D
9721,CD1A
9722,SPATA2
9723,CD1C
9724,FAM86C1
9725,CD1B
9726,DNAH3
9727,CD1E
9728,CPA2
9729,CPA5
9730,TSR2
9731,PPP1R9A
9732,ZC3H18
9733,ZFAND2B
9734,POM121L2
9735,GDPD5
9736,DYNC1I1
9737,PFKFB1
9738,ALAS2
9739,TMED4
9740,PPP1R15B
9741,COPG2
9742,C11orf30
9743,PAGE5
9744,AGPAT6
9745,ZSCAN12
9746,TAGLN2
9747,ELK4
9748,SLAMF8
9749,SLC45A3
9750,DUSP23
9751,RNF166
9752,NBL1
9753,HTR6
9754,ITLN2
9755,F11R
9756,USF1
9757,PLA2G2F
9758,SPATA2L
9759,NIT1
9760,DEDD
9761,ZNF276
9762,NPM2
9763,EDA
9764,FGF17
9765,VWA5B1
9766,CDA
9767,PINK1
9768,B4GALT3
9769,EPB49
9770,ADAMTS4
9771,NDUFS2
9772,SLC5A11
9773,FCER1G
9774,APOA2
9775,TOMM40L
9776,MPZ
9777,WFDC8
9778,KIAA1967
9779,WNT9B
9780,CACHD1
9781,CDC42SE2
9782,RAPGEF6
9783,EPB41
9784,MIS18A
9785,ALG8
9786,FBXW5
9787,SYNJ1
9788,PAXBP1
9789,MRPL10
9790,IFNGR2
9791,GART
9792,SON
9793,DONSON
9794,SV2A
9795,LAD1
9796,STC1
9797,TNNI1
9798,CSRP1
9799,PRAC
9800,HOXB13
9801,C1QC
9802,KCNE2
9803,ATP5G1
9804,RCAN1
9805,UBE2Z
9806,C1orf51
9807,SNF8
9808,CLIC6
9809,CCDC24
9810,RUNX1
9811,IGF2BP1
9812,GIP
9813,CBR1
9814,CBR3
9815,C2orf81
9816,GJD2
9817,ACTC1
9818,MORC3
9819,CHAF1B
9820,CLDN14
9821,SIM2
9822,HLCS
9823,SCUBE1
9824,ARHGAP27
9825,ADPGK
9826,PTMS
9827,PLA2G4D
9828,PADI4
9829,ADIPOR1
9830,CYB5R1
9831,PSMD4
9832,ATP13A2
9833,M1AP
9834,PSMB4
9835,IRX6
9836,BTG2
9837,CES5A
9838,HK2
9839,C1R
9840,CELF3
9841,STARD9
9842,THEM4
9843,TCHH
9844,LCE2B
9845,UBR1
9846,AMFR
9847,MED8
9848,TGM7
9849,RGL4
9850,SPRR2G
9851,PGLYRP3
9852,ISL2
9853,RSPRY1
9854,CCDC17
9855,GPBP1L1
9856,NAE1
9857,TMEM69
9858,GPR114
9859,CCDC135
9860,ACE
9861,TEPP
9862,UROC1
9863,EFCAB14
9864,SPON2
9865,CHCHD6
9866,CTBP1
9867,LRRC36
9868,TPPP3
9869,ZDHHC1
9870,ATP6V0D1
9871,AGRP
9872,ZFYVE28
9873,RLTPR
9874,C16orf86
9875,PIP
9876,FAM131B
9877,RGS12
9878,PSKH1
9879,ZYX
9880,ABR
9881,LYPD5
9882,CCDC117
9883,ZNF230
9884,CCDC107
9885,ZNF222
9886,NPR2
9887,ZNF221
9888,ZNF233
9889,ZNF235
9890,GNE
9891,TNFRSF13C
9892,OR3A3
9893,ARHGAP35
9894,PTGIR
9895,CALM3
9896,DFFA
9897,CCDC28B
9898,IQCC
9899,TMEM234
9900,BSDC1
9901,ATAD3B
9902,SSU72
9903,UBE2J2
9904,ZNF362
9905,FNDC5
9906,CPAMD8
9907,NR2F6
9908,ANKLE1
9909,VMA21
9910,KALRN
9911,CILP2
9912,ABCG1
9913,TFF3
9914,TFF2
9915,TFF1
9916,TMPRSS3
9917,UBASH3A
9918,RSPH1
9919,SLC37A1
9920,PDE9A
9921,WDR4
9922,NDUFV3
9923,PKNOX1
9924,CBS
9925,U2AF1
9926,CRYAA
9927,HSF2BP
9928,RRP1B
9929,PDXK
9930,G6PD
9931,CSTB
9932,RRP1
9933,AGPAT3
9934,TRAPPC10
9935,GAB3
9936,C21orf33
9937,ICOSLG
9938,AIRE
9939,C21orf2
9940,ZNF66P
9941,LRRC3
9942,ITGB2
9943,RALGDS
9944,FTCD
9945,SPATC1L
9946,LSS
9947,MCM3AP
9948,C21orf58
9949,PCNT
9950,DIP2A
9951,S100B
9952,PRMT2
9953,CLDND2
9954,ZNF208
9955,ADAMTS13
9956,CACFD1
9957,SLC2A6
9958,ZNF761
9959,FCN2
9960,C9orf116
9961,LCN1
9962,GPSM1
9963,C19orf47
9964,HIPK4
9965,C9orf117
9966,TOR2A
9967,ST6GALNAC6
9968,SHKBP1
9969,RDH13
9970,ZER1
9971,ZDHHC12
9972,PKN3
9973,SPTBN4
9974,BRSK1
9975,COX6B2
9976,TMEM190
9977,NLRP4
9978,PPAPDC3
9979,TAOK1
9980,MED27
9981,DEDD2
9982,SIK3
9983,MPZL3
9984,AMICA1
9985,NEK8
9986,TLCD1
9987,PCSK7
9988,SAFB
9989,CD3G
9990,S100A1
9991,CHTOP
9992,CXCR5
9993,ZBTB7B
9994,FLAD1
9995,SHC1
9996,VPS11
9997,NLRX1
9998,ADAR
9999,IL6R
10000,UBE2Q1
10001,CHRNB2
10002,CRTC2
10003,ANO10
10004,FDPS
10005,RUSC1
10006,FAM189B
10007,PAQR6
10008,SLC25A44
10009,LMNA
10010,CCR5
10011,NBEAL2
10012,CCDC12
10013,PTH1R
10014,UBQLN4
10015,MYL3
10016,PPP1R35
10017,GPATCH4
10018,LRRC71
10019,FCRL3
10020,AZGP1
10021,FGFR4
10022,CYP3A4
10023,CYP3A7
10024,NACC1
10025,CYP11B1
10026,HK3
10027,LY6K
10028,IER2
10029,ZNF394
10030,CPSF4
10031,LY6E
10032,VPS28
10033,TONSL
10034,PTGER1
10035,MUM1
10036,RECQL4
10037,LRRC14
10038,ZNF333
10039,COL26A1
10040,PPP1R16A
10041,FOXH1
10042,ORAI2
10043,ALKBH4
10044,CCDC105
10045,SH2B2
10046,C5orf45
10047,SQSTM1
10048,MGAT4B
10049,RPL8
10050,MAML1
10051,PGLYRP2
10052,LRWD1
10053,FBXL13
10054,NAPEPLD
10055,SCGB3A1
10056,PSMC2
10057,CELF5
10058,MFSD12
10059,YDJC
10060,CCDC116
10061,PCYT1A
10062,FBXO27
10063,DMKN
10064,U2AF1L4
10065,BDH1
10066,NPHS1
10067,THAP8
10068,COX7A1
10069,ZNF382
10070,DUSP14
10071,LRRC56
10072,PLXDC1
10073,PGAP3
10074,IKZF3
10075,GRIN2C
10076,FDXR
10077,SAP30BP
10078,ACOX1
10079,PRPSAP1
10080,CYGB
10081,SRSF2
10082,ZNF577
10083,TMEM143
10084,CCL5
10085,LYZL6
10086,CCL16
10087,KLHL10
10088,CCDC155
10089,HCRT
10090,ALDH16A1
10091,DCD
10092,ITGA5
10093,SIGLEC11
10094,ZNF385A
10095,SIGLEC16
10096,MPP3
10097,CD300LG
10098,IZUMO2
10099,NAGS
10100,ASB16
10101,EMC10
10102,JOSD2
10103,FAM171A2
10104,DBF4B
10105,PLCD3
10106,FMNL3
10107,AQP5
10108,RACGAP1
10109,OR7G1
10110,LARP4
10111,GRASP
10112,RAVER1
10113,KRT84
10114,KRT82
10115,SYCE2
10116,SPC24
10117,IP6K3
10118,LEMD2
10119,ALOX15
10120,TREML1
10121,ZNF653
10122,MED11
10123,CXCL16
10124,SCIMP
10125,BCL6B
10126,ASGR2
10127,FGF11
10128,CCDC42
10129,POLR3K
10130,SNRNP25
10131,C16orf11
10132,JMJD8
10133,CCDC78
10134,MSLNL
10135,SSTR5
10136,SPSB3
10137,MEIOB
10138,HS3ST6
10139,C16orf59
10140,CCNF
10141,AMDHD2
10142,NTN3
10143,CCDC64B
10144,PAQR4
10145,FLYWCH2
10146,ZG16B
10147,ZNF75A
10148,ADCY9
10149,SHANK2
10150,CLPB
10151,NEU3
10152,CYBASC3
10153,PPP1R32
10154,ASRGL1
10155,GNG3
10156,UBXN1
10157,C11orf48
10158,TTC9C
10159,TAF6L
10160,NXF1
10161,STX5
10162,SLC25A45
10163,ITIH3
10164,DCP1A
10165,SYVN1
10166,ZFPL1
10167,RPS6KA4
10168,LRP5
10169,TPCN2
10170,FGF19
10171,PDZK1IP1
10172,TAL1
10173,CMPK1
10174,ELAVL4
10175,SELRC1
10176,ZYG11B
10177,SLC1A7
10178,C1orf123
10179,MAGOH
10180,ACOT11
10181,FAM151A
10182,PARS2
10183,C1orf177
10184,BSND
10185,USP24
10186,PPAP2B
10187,NOL9
10188,PRKAA2
10189,KLHL21
10190,ZSWIM5
10191,GMEB1
10192,SLC45A1
10193,AK4
10194,JAK1
10195,RAVER2
10196,CTRC
10197,LZIC
10198,RBP7
10199,KNCN
10200,FBLIM1
10201,TMEM82
10202,SLC25A34
10203,AKR7A3
10204,DRAXIN
10205,PDPN
10206,DHRS3
10207,MATN1
10208,LAPTM5
10209,SDC3
10210,PEF1
10211,SYNC
10212,KIAA1522
10213,TSSK3
10214,TMCO4
10215,UBXN10
10216,CAMK2N1
10217,ALPL
10218,WNT4
10219,TTLL10
10220,SCNN1D
10221,MXRA8
10222,C1orf86
10223,MEGF6
10224,CCDC27
10225,IL23R
10226,DIRAS3
10227,C1orf87
10228,NFIA
10229,MYSM1
10230,TM2D1
10231,USP1
10232,FUBP1
10233,NEXN
10234,ELTD1
10235,LRRIQ3
10236,TYW3
10237,LHX8
10238,SNX7
10239,B3GALT2
10240,NTNG1
10241,FAM102B
10242,HENMT1
10243,AKNAD1
10244,C1orf52
10245,WDR63
10246,GBP2
10247,ATXN7L2
10248,GBP4
10249,ZNF326
10250,HFM1
10251,FAM5C
10252,GFI1
10253,LSP1P3
10254,KCNT2
10255,AGL
10256,VCAM1
10257,EXTL2
10258,SLC30A7
10259,ZNF281
10260,ARPC5
10261,CADM3
10262,NLRP3
10263,ZNF496
10264,SLAMF9
10265,OR2M5
10266,KCNJ9
10267,IGSF8
10268,DDR2
10269,PEA15
10270,NCSTN
10271,VANGL2
10272,SLAMF6
10273,OLFML2B
10274,FCRLB
10275,SLC9C2
10276,KLHDC9
10277,C1orf74
10278,LMX1A
10279,LRRC52
10280,FLVCR1
10281,FAM71A
10282,ATF3
10283,RBM15
10284,DENND2D
10285,AXDND1
10286,TDRD5
10287,IER5
10288,SNED1
10289,BPNT1
10290,SPATA17
10291,C1orf115
10292,BROX
10293,ACP6
10294,WDR64
10295,KIF26B
10296,TFB2M
10297,CNST
10298,PPP1R21
10299,KLHDC8A
10300,PM20D1
10301,PKDCC
10302,OXER1
10303,HAAO
10304,B3GALNT2
10305,MAPKAPK2
10306,IL20
10307,IL24
10308,FAIM3
10309,PIGR
10310,FCAMR
10311,CAPN2
10312,MRPL55
10313,WDR26
10314,REL
10315,PUS10
10316,PEX13
10317,KIAA1841
10318,TRIM17
10319,RFTN2
10320,DISC1
10321,CAPN13
10322,LRRTM1
10323,DPY30
10324,TYW5
10325,C2orf47
10326,KCNF1
10327,PQLC3
10328,ARL5A
10329,FAM84A
10330,KCNJ3
10331,CLHC1
10332,FRZB
10333,DUSP19
10334,CCDC104
10335,NUP35
10336,CCDC138
10337,C2orf48
10338,ZSWIM2
10339,FBXO41
10340,ACTG2
10341,C2orf44
10342,SMC6
10343,VSNL1
10344,CCDC74A
10345,H3F3A
10346,ADCK3
10347,SLC16A14
10348,TEKT4
10349,EN1
10350,ZNF2
10351,SGCB
10352,SPATA18
10353,NOSTRIN
10354,nan
10355,CCDC140
10356,SGPP2
10357,INHBB
10358,XIRP2
10359,BIRC8
10360,SMARCAD1
10361,HPGDS
10362,PDLIM5
10363,OTUD7B
10364,PDHA2
10365,STPG2
10366,RPRD2
10367,CTSS
10368,MSX1
10369,PACRGL
10370,BNIPL
10371,C1QTNF7
10372,TNFAIP8L2
10373,LYSMD1
10374,SCNM1
10375,VPS72
10376,ERCC3
10377,RNF149
10378,IWS1
10379,BOLA3
10380,CDC42EP3
10381,S100A11
10382,LCE3D
10383,SMCP
10384,IVL
10385,SPRR3
10386,DHX57
10387,SPRR2D
10388,BMP10
10389,PGLYRP4
10390,ARHGAP25
10391,S100A9
10392,S100A12
10393,TGFA
10394,TDRD10
10395,CCNYL1
10396,FZD5
10397,CRYGC
10398,DCAF16
10399,C1orf189
10400,NPPC
10401,GNPDA2
10402,ALPP
10403,GABRG1
10404,ALPPL2
10405,GABRB1
10406,PAQR3
10407,NIPAL1
10408,ALPI
10409,ANTXR2
10410,HELQ
10411,MRPS18C
10412,CGGBP1
10413,FAM175A
10414,GPR155
10415,DAPL1
10416,PMVK
10417,PBXIP1
10418,CLDN1
10419,PYGO2
10420,HIPK1
10421,LENEP
10422,DCST2
10423,DCST1
10424,COL6A3
10425,YY1AP1
10426,KBTBD8
10427,FAM19A4
10428,EOGT
10429,LMOD3
10430,APOA1BP
10431,POGLUT1
10432,SLC22A15
10433,CCKAR
10434,IGFN1
10435,ATP1A1
10436,SLC15A2
10437,EIF4E3
10438,PROK2
10439,C3orf30
10440,LRRC58
10441,FSTL1
10442,LMOD1
10443,ELF3
10444,PDCL2
10445,TMEM183A
10446,TMEM169
10447,TRIM46
10448,KRTCAP2
10449,CXCR1
10450,ARPC2
10451,TSACC
10452,CCT3
10453,TMEM79
10454,SSR2
10455,RNF25
10456,STK36
10457,ADORA1
10458,SRGAP2
10459,NEK10
10460,CCDC141
10461,FEV
10462,CRYBA2
10463,IHH
10464,KIAA1524
10465,EOMES
10466,CWC22
10467,AZI2
10468,TGFBR2
10469,RETNLB
10470,ANKZF1
10471,HDAC11
10472,FCRL4
10473,TRAT1
10474,FBLN2
10475,GLB1L
10476,STT3B
10477,CHCHD4
10478,DPPA2
10479,NFASC
10480,FCRL1
10481,SGOL2
10482,SERPINI1
10483,CLASP2
10484,SUCLG1
10485,NUAK2
10486,SPTA1
10487,PRKCI
10488,MNDA
10489,PYHIN1
10490,IFI16
10491,AIM2
10492,EFHB
10493,EIF5A2
10494,SLC2A2
10495,RPL22L1
10496,FABP1
10497,PPM1L
10498,ICA1L
10499,CTLA4
10500,ICOS
10501,RYBP
10502,PPP4R2
10503,CD200R1
10504,GTPBP8
10505,C3orf17
10506,SPICE1
10507,KIAA1407
10508,CADPS
10509,NKX6-1
10510,CDS1
10511,WDFY3
10512,COX18
10513,PTPN13
10514,SYNPR
10515,ALB
10516,C4orf36
10517,THOC7
10518,ATXN7
10519,PSMD6
10520,PRICKLE2
10521,ADAMTS9
10522,PPM1K
10523,FAM194A
10524,TIPARP
10525,CCNL1
10526,PTX3
10527,HESX1
10528,DCLK3
10529,SLMAP
10530,RPL9
10531,SMIM14
10532,ABHD6
10533,DNASE1L3
10534,C3orf67
10535,RBM47
10536,APBB2
10537,IL17RE
10538,IL17RC
10539,CRELD1
10540,PRRT3
10541,FANCD2OS
10542,PCOLCE2
10543,U2SURP
10544,MTMR14
10545,TTC14
10546,CXCL3
10547,CXCL5
10548,PPBP
10549,PF4
10550,MTHFD2L
10551,CXCL1
10552,RCHY1
10553,PLSCR2
10554,CCDC158
10555,CPA3
10556,GYG1
10557,HPS3
10558,TM4SF18
10559,TOPBP1
10560,RYK
10561,SNRK
10562,TCF23
10563,DNAJC5G
10564,UCN
10565,ZNF513
10566,SLC4A1AP
10567,PLB1
10568,SPDYA
10569,KIAA1143
10570,KIF15
10571,TGM4
10572,WDR43
10573,ZDHHC3
10574,CDCP1
10575,SLC6A20
10576,LZTFL1
10577,FYCO1
10578,CCR1
10579,RTP3
10580,LRRC2
10581,ELP6
10582,FBXO40
10583,DTX3L
10584,NMNAT3
10585,SMIM12
10586,ZMYM6
10587,TPRA1
10588,YEATS2
10589,GRIK3
10590,ZC3H12A
10591,MEAF6
10592,SNIP1
10593,DNALI1
10594,KLF15
10595,CCDC37
10596,CAMK2N2
10597,LIPH
10598,TMEM41A
10599,RPN1
10600,SENP2
10601,HEYL
10602,IFT122
10603,RHO
10604,RFC4
10605,RPL39L
10606,BAP1
10607,TKT
10608,PRKCD
10609,RFT1
10610,SFMBT1
10611,GNL3
10612,PBRM1
10613,UVSSA
10614,FAM208A
10615,ARHGEF3
10616,SLBP
10617,LRPAP1
10618,ZDHHC19
10619,SLC51A
10620,UBXN7
10621,RNF168
10622,PIGX
10623,MFI2
10624,S100P
10625,ABLIM2
10626,EXO5
10627,CLDN19
10628,C1orf50
10629,ERMAP
10630,ZNF691
10631,AIMP1
10632,SGMS2
10633,METAP1
10634,DNAJB14
10635,H2AFZ
10636,EMCN
10637,SLC9B1
10638,SLC9B2
10639,BDH2
10640,PGRMC2
10641,CDC25A
10642,CAMP
10643,ZNF589
10644,FBXW12
10645,PLXNB1
10646,CCDC51
10647,ATRIP
10648,SHISA5
10649,SPRY1
10650,BSN
10651,APEH
10652,INTU
10653,RNF123
10654,HSPA4L
10655,MFSD8
10656,C4orf29
10657,CAMKV
10658,MON1A
10659,MST1R
10660,RAD54L2
10661,TEX264
10662,GRM2
10663,DUSP7
10664,POC1A
10665,PPM1M
10666,AGXT2L1
10667,WDR82
10668,PITX2
10669,C4orf3
10670,PRSS12
