DRUG_ID,DRUG_NAME,DRUG_SYNONYMS,DrugBank_ID,PubChem_ID,MESH_ID,KEGG_ID,TTD_ID
BADD_D01013,Gemifloxacin,"Gemifloxacin | 7-(3-aminomethyl-4-methoxyimino-pyrrolidine-1-yl)-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydro-(1,8)-naphthyridine-3-carboxylic acid | Factive | Gemifloxacin Mesylate | SB-265805 | SB265805 | SB 265805 | LB 20304 | LB-20304 | LB20304",DB01155,5464436,D000077735,D08012,D0VR7W
BADD_D01014,Gemifloxacin mesylate,"Gemifloxacin | 7-(3-aminomethyl-4-methoxyimino-pyrrolidine-1-yl)-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydro-(1,8)-naphthyridine-3-carboxylic acid | Factive | Gemifloxacin Mesylate | SB-265805 | SB265805 | SB 265805 | LB 20304 | LB-20304 | LB20304",DB01155,9588170,D000077735,D02471,D0VR7W
BADD_D01015,Gemtuzumab ozogamicin,Gemtuzumab | Mylotarg | Gemtuzumab Ozogamicin | Gemtuzumab-Ozogamicin | CMA 676 | CMA-676 | CMA676,DB00056,Not Available,D000079982,D03259,D06EWO
BADD_D01016,Gentamicin,"Gentamicins | Gentamycins | Garamycin | Gentacycol | Gentamicin Sulfate | Sulfate, Gentamicin | Gentamicin Sulfate (USP) | Gentavet | Genticin | G-Myticin | G Myticin | GMyticin | Gentamicin | Gentamycin",DB00798,3467,D005839,D08013,D0L9UU
BADD_D01017,Gentamicin sulfate,"Gentamicins | Gentamycins | Garamycin | Gentacycol | Gentamicin Sulfate | Sulfate, Gentamicin | Gentamicin Sulfate (USP) | Gentavet | Genticin | G-Myticin | G Myticin | GMyticin | Gentamicin | Gentamycin",DB00798,44134730,D005839,D01063,D0L9UU
BADD_D01018,Gentian violet,"Gentian Violet | Violet, Gentian | Methylrosaniline Chloride | Chloride, Methylrosaniline | Methyl Violet | Violet, Methyl | Crystal Violet | Violet, Crystal | Hexamethylpararosaniline Chloride | Chloride, Hexamethylpararosaniline | Kristallviolett-Lösung | Kristallviolett Lösung | C.I. 42555 | Gentiaanviolet FNA | FNA, Gentiaanviolet | Vigencial",DB00406,11057,D005840,D01046,D04GZA
BADD_D01019,Gianvi,Not Available,Not Available,147740,Not Available,Not Available,Not Available
BADD_D01020,Glatiramer,"Glatiramer Acetate | Acetate, Glatiramer | Copaxone | Glatiramer | TV 5010 | 5010, TV | TV5010 | TV-5010",DB05259,65370,D000068717,D04318,D04CRL
BADD_D01021,Glatiramer acetate,"Glatiramer Acetate | Acetate, Glatiramer | Copaxone | Glatiramer | TV 5010 | 5010, TV | TV5010 | TV-5010",DB05259,3081884,D000068717,D04318,D04CRL
BADD_D01022,Gliclazide,Gliclazide | Glyclazide | Gliklazid | Diamicron | S-1702 | S 1702 | S1702 | S-852 | S 852 | S852 | Diaglyk | Gen-Gliclazide | Gen Gliclazide | Glyade | Novo-Gliclazide | Novo Gliclazide | Diaikron | Diabrezide,DB01120,3475,D005907,D01599,D0M2MR
BADD_D01023,Glimepiride,glimepiride | glymepiride | 1-(4-(2-(3-ethyl-4-methyl-2-oxo-3-pyrrolinecarboxamido)ethyl)phenylsulfonyl)-3-(4-methylcyclohexyl)urea | Amaryl | Amarel | HOE 490 | HOE-490 | Roname,DB00222,3476,C057619,D00593,D0B2GI
BADD_D01024,Glipizide,Glipizide | Glypidizine | Glidiazinamide | Glydiazinamide | Glucotrol | Minidiab | Mindiab | Minodiab | K-4024 | K 4024 | K4024 | Melizide | Ozidia | Glupitel,DB01067,3478,D005913,D00335,D0Z4SB
BADD_D01025,Glucagon,Glucagon | Proglucagon (33-61) | HG-Factor | HG Factor | Glukagon | Glucagon (1-29) | Hyperglycemic-Glycogenolytic Factor | Hyperglycemic Glycogenolytic Factor,DB00040,16132283,D005934,D00116,Not Available
BADD_D01026,Glucagon hydrochloride,Glucagon | Proglucagon (33-61) | HG-Factor | HG Factor | Glukagon | Glucagon (1-29) | Hyperglycemic-Glycogenolytic Factor | Hyperglycemic Glycogenolytic Factor,DB00040,16186213,D005934,D02118,Not Available
BADD_D01027,Glucagon monohydrochloride,Glucagon | Proglucagon (33-61) | HG-Factor | HG Factor | Glukagon | Glucagon (1-29) | Hyperglycemic-Glycogenolytic Factor | Hyperglycemic Glycogenolytic Factor,DB00040,16186213,D005934,D02118,Not Available
BADD_D01028,Glucarpidase,glucarpidase | Voraxaze,DB08898,21195079,C000629556,D10260,D0P4PZ
BADD_D01029,Glutamine,Glutamine | L-Glutamine | L Glutamine | D-Glutamine | D Glutamine,DB00130,5961,D005973,D00015,D01JIA
BADD_D01030,Glyburide,Glyburide | Glybenclamide | Glibenclamide | Diabeta | Euglucon 5 | Neogluconin | HB-419 | HB 419 | HB419 | HB-420 | HB 420 | HB420 | Maninil | Micronase | Daonil | Euglucon N,DB01016,3488,D005905,D00336,D05LYX
BADD_D01031,Glycerin,"Glycerol | 1,2,3-Propanetriol | Glycerine | 1,2,3-Trihydroxypropane | Glycerin",DB09462,753,D005990,D00028,Not Available
BADD_D01032,Glycerol phenylbutyrate,glycerol phenylbutyrate | HPN 100 | HPN100 | HPN-100 | Ravicti,DB08909,10482134,C570223,D10127,D0E0BD
BADD_D01033,Glycine,"Glycine | Aminoacetic Acid | Acid, Aminoacetic | Glycine, Copper Salt | Copper Salt Glycine | Glycine, Monosodium Salt | Monosodium Salt Glycine | Salt Glycine, Monosodium | Glycine, Sodium Hydrogen Carbonate | Glycine Carbonate (1:1), Monosodium Salt | Glycine Carbonate (2:1), Monolithium Salt | Glycine Carbonate (2:1), Monopotassium Salt | Glycine Carbonate (2:1), Monosodium Salt | Glycine Hydrochloride | Hydrochloride, Glycine | Glycine Hydrochloride (2:1) | Glycine Phosphate | Phosphate, Glycine | Glycine Phosphate (1:1) | Glycine Sulfate (3:1) | Glycine, Calcium Salt | Calcium Salt Glycine | Glycine, Calcium Salt (2:1) | Glycine, Cobalt Salt | Cobalt Salt Glycine | Glycine, Monopotassium Salt | Monopotassium Salt Glycine | Salt Glycine, Monopotassium | Glycine, Monoammonium Salt | Monoammonium Salt Glycine | Salt Glycine, Monoammonium",DB00145,750,D005998,D00011,D0M8AB
BADD_D01034,Glycopyrrolate,"Glycopyrrolate | Glycopyrronium Bromide | Bromide, Glycopyrronium | Pyrrolidinium, 3-((cyclopentylhydroxyphenylacetyl)oxy)-1,1-dimethyl-, bromide | Glycopyrronium | NVA237 | NVA 237 | NVA-237",DB00986,11693,D006024,D00540,D0M0AM
BADD_D01035,Golimumab,golimumab | CNTO-148 | CNTO 148 | Simponi,DB06674,Not Available,C529000,D04358,D09FSG
BADD_D01036,Gonadorelin,"Gonadotropin-Releasing Hormone | Gonadotropin Releasing Hormone | Gn-RH | Gonadoliberin | LHFSH Releasing Hormone | Releasing Hormone, LHFSH | LH-RH | LFRH | LH-Releasing Hormone | LH Releasing Hormone | LH-FSH Releasing Hormone | LH FSH Releasing Hormone | LHFSHRH | LHRH | Luliberin | Gonadorelin | Luteinizing Hormone-Releasing Hormone | Luteinizing Hormone Releasing Hormone | FSH-Releasing Hormone | FSH Releasing Hormone | GnRH | Factrel | Cystorelin | Gonadorelin Hydrochloride | Kryptocur | Dirigestran | Gonadorelin Acetate",DB00644,638793,D007987,D08027,D04ODH
BADD_D01037,Gonadotrophin chorionic,Gonadotropins | Gonadotropin,Not Available,Not Available,D006062,Not Available,Not Available
BADD_D01038,Goserelin,"Goserelin | ICI-118630 | ICI 118630 | ICI118630 | Zoladex | Goserelin Acetate | Acetate, Goserelin",DB00014,5311128,D017273,D04405,D00BCG
BADD_D01039,Goserelin acetate,"Goserelin | ICI-118630 | ICI 118630 | ICI118630 | Zoladex | Goserelin Acetate | Acetate, Goserelin",DB00014,16052011,D017273,D00573,D00BCG
BADD_D01040,Granisetron,"Granisetron | 1-Methyl-N-(endo-9-Methyl-9-Azabicyclo(3.3.1)non-3-yl)-1H-Indazole-3-Carboxamide | Kytril | BRL-43694A | BRL 43694A | BRL43694A | BRL-43694 | BRL 43694 | BRL43694 | Granisetron Hydrochloride | Hydrochloride, Granisetron | Granisetron Monohydrochloride | Monohydrochloride, Granisetron",DB00889,5284566,D017829,D04370,D0J5KF
BADD_D01041,Granisetron hydrochloride,"Granisetron | 1-Methyl-N-(endo-9-Methyl-9-Azabicyclo(3.3.1)non-3-yl)-1H-Indazole-3-Carboxamide | Kytril | BRL-43694A | BRL 43694A | BRL43694A | BRL-43694 | BRL 43694 | BRL43694 | Granisetron Hydrochloride | Hydrochloride, Granisetron | Granisetron Monohydrochloride | Monohydrochloride, Granisetron",DB00889,6918003,D017829,D00677,D04NLG
BADD_D01042,Griseofulvin,Griseofulvin | Grisefuline | Gris-PEG | Gris PEG | GrisPEG | Grisactin | Fulvicin-U-F | Fulvicin U F | FulvicinUF | Grifulvin V,DB00400,441140,D006118,D00209,D0C1SF
BADD_D01043,Guaifenesin,"Guaifenesin | Guaiphenezine | Guaiphenesin | Glycerol Guaiacolate | Guaiacolate, Glycerol | Guaiacol Glyceryl Ether | Ether, Guaiacol Glyceryl | Glyceryl Ether, Guaiacol | Guiatuss | Scott-Tussin | Scott Tussin | ScottTussin | Hytuss | My-301 | My 301 | My301 | Breonesin | Humibid",DB00874,3516,D006140,D00337,Not Available
BADD_D01044,Guanabenz acetate,"Guanabenz | 2,6-Dichlorobenzylideneaminoguanidine | 2,6 Dichlorobenzylideneaminoguanidine | Guanabenz Acetate | Acetate, Guanabenz | Guanabenz Monoacetate | Monoacetate, Guanabenz | Wytensin | Wyeth-Ayerst of Guanabenz Acetate | Acetate Wyeth-Ayerst, Guanabenz | Guanabenz Acetate Wyeth-Ayerst | Wyeth Ayerst of Guanabenz Acetate | BR-750 | BR 750 | BR750 | WY-8678 | WY 8678 | WY8678",DB00629,5702062,D006143,D00605,D0L4HY
BADD_D01045,Guanethidine monosulfate,"Guanethidine | Oktadin | ((2-Hexahydro-1(2H)-azocinyl)ethyl)guanidine | Octadine | Guanethidine Sulfate | Sulfate, Guanethidine | Guanethidine Sulfate (2:1) | Guanethidine Sulfate (1:2) | Ismelin | Isobarin | Guanethidine Monosulfate | Monosulfate, Guanethidine | Guanethidine Sulfate (1:1) | Guanethidine Sulfate (2:1), 14C-Labeled",DB01170,56927696,D006145,D04382,D0N3PE
BADD_D01046,Guanfacine,"Guanfacine | Tenex | Guanfacine Hydrochloride | Hydrochloride, Guanfacine | Guanfacine Monohydrochloride | Monohydrochloride, Guanfacine | Lon798 | BS-100-141 | BS 100 141 | BS100141 | Estulic",DB01018,3519,D016316,D08031,Not Available
BADD_D01047,Guanfacine hydrochloride,"Guanfacine | Tenex | Guanfacine Hydrochloride | Hydrochloride, Guanfacine | Guanfacine Monohydrochloride | Monohydrochloride, Guanfacine | Lon798 | BS-100-141 | BS 100 141 | BS100141 | Estulic",DB01018,71401,D016316,D00606,D0WD8M
BADD_D01048,Guanidine,"Guanidine | Guanidinium | Guanidine Monohydrate | Monohydrate, Guanidine | Guanidine Monohydrobromide | Monohydrobromide, Guanidine | Guanidine Monohydroiodine | Monohydroiodine, Guanidine | Guanidine Sulfite (1:1) | Guanidine Phosphate | Phosphate, Guanidine | Guanidine Sulfate | Sulfate, Guanidine | Guanidine Sulfate (1:1) | Guanidine Sulfate (2:1) | Guanidine Hydrochloride | Hydrochloride, Guanidine | Guanidinium Chloride | Chloride, Guanidinium | Guanidium Chloride | Chloride, Guanidium | Guanidine Monohydrochloride | Monohydrochloride, Guanidine | Guanidine Nitrate | Nitrate, Guanidine",DB00536,3520,D019791,Not Available,D0F7NZ
BADD_D01049,Guanidine hydrochloride,"Guanidine | Guanidinium | Guanidine Monohydrate | Monohydrate, Guanidine | Guanidine Monohydrobromide | Monohydrobromide, Guanidine | Guanidine Monohydroiodine | Monohydroiodine, Guanidine | Guanidine Sulfite (1:1) | Guanidine Phosphate | Phosphate, Guanidine | Guanidine Sulfate | Sulfate, Guanidine | Guanidine Sulfate (1:1) | Guanidine Sulfate (2:1) | Guanidine Hydrochloride | Hydrochloride, Guanidine | Guanidinium Chloride | Chloride, Guanidinium | Guanidium Chloride | Chloride, Guanidium | Guanidine Monohydrochloride | Monohydrochloride, Guanidine | Guanidine Nitrate | Nitrate, Guanidine",DB00536,5742,D019791,D11626,D0F7NZ
BADD_D01050,Halcinonide,"Halcinonide | Alcinonide | Halciderm | Halcimat | Halog | Dermalog | SQ-18,566 | SQ 18,566 | SQ18,566",DB06786,443943,D006206,D01308,D06IIB
BADD_D01051,Halobetasol,halobetasol | ulobetasol | Ultravate | halobetasol propionate | 6 alpha-fluoroclobetasol 17-propionate | 6-fluoroclobetasol 17-propionate | CGP 14 458 | CGP-14458 | CGP 14458,DB00596,5311167,C064466,D08660,D00XPC
BADD_D01052,Halobetasol propionate,halobetasol | ulobetasol | Ultravate | halobetasol propionate | 6 alpha-fluoroclobetasol 17-propionate | 6-fluoroclobetasol 17-propionate | CGP 14 458 | CGP-14458 | CGP 14458,DB00596,48175,C064466,D04409,D00XPC
BADD_D01053,Halofantrine hydrochloride,"halofantrine | halofantrine hydrochloride | 1-(1,3-dichloro-6-trifluoromethyl-9-phenanthryl)-3-di(n-butyl)aminopropanol HCl | WR 171,699 | WR-171,669 | WR-171699 | WR 171669 | Halfan",DB01218,37392,C023768,D02485,D07MVK
BADD_D01054,Haloperidol,Haloperidol | Haldol,DB00502,3559,D006220,D00136,D0D1AL
BADD_D01055,Haloperidol decanoate,haloperidol decanoate,DB00502,52919,C033563,D01898,Not Available
BADD_D01056,Haloperidol lactate,Haloperidol | Haldol,DB00502,16051968,D006220,D08035,D0D1AL
BADD_D01057,Halothane,"Halothane | 1,1,1-Trifluoro-2-Chloro-2-Bromoethane | Ftorotan | Narcotan | Fluothane",DB01159,3562,D006221,D00542,D0D8VE
BADD_D01058,Hemin,"Hemin | Ferriheme Chloride | Chloride, Ferriheme | Protohemin IX | Protohemin | Chlorohemin | Ferriprotoporphyrin IX Chloride | Chloride, Ferriprotoporphyrin IX | Ferrihaem | Panhematin | Ferriprotoporphyrin IX | Hematin | Alkaline Hematin D-575 | Alkaline Hematin D 575 | Hematin D-575, Alkaline | Ferriprotoporphyrin",DB03404,26945,D006427,D10003,D0UU1I
BADD_D01059,Heparan sulfate,"Heparitin Sulfate | Sulfate, Heparitin | Heparan Sulfate | Sulfate, Heparan",Not Available,Not Available,D006497,Not Available,D0A1QC
BADD_D01060,Heparin,"Heparin | Unfractionated Heparin | Heparin, Unfractionated | Heparinic Acid | Liquaemin | Sodium Heparin | Heparin, Sodium | Heparin Sodium | alpha-Heparin | alpha Heparin",DB01109,772,D006493,D07510,D0UX6Z
BADD_D01061,Heparin sodium,"Heparin | Unfractionated Heparin | Heparin, Unfractionated | Heparinic Acid | Liquaemin | Sodium Heparin | Heparin, Sodium | Heparin Sodium | alpha-Heparin | alpha Heparin",DB01109,92044406,D006493,D02112,D0UX6Z
BADD_D01062,Hepatitis b immune globulin (human),hepatitis B hyperimmune globulin | human hepatitis B virus immune globulin | HBIG | hepatect,DB05276,Not Available,C045213,Not Available,Not Available
BADD_D01063,Hepatitis b vaccine,"Hepatitis B Vaccines | Vaccines, Hepatitis B | Hepatitis B Vaccine | Vaccine, Hepatitis B",DB11627,16131310,D017325,Not Available,D0I8YO
BADD_D01064,Hepatitis b vaccine (recombinant),"Hepatitis B Vaccines | Vaccines, Hepatitis B | Hepatitis B Vaccine | Vaccine, Hepatitis B",DB11627,Not Available,D017325,Not Available,D0I8YO
BADD_D01065,Hepatolite,"Technetium Tc 99m Disofenin | Technetium-99m-Disofenin | Technetium 99m Disofenin | Tc-99m Disofenin | Disofenin, Tc-99m | Tc 99m Disofenin | 99mTc-Disofenin | 99mTc Disofenin | 99m-Tc-Disofenin | 99m Tc Disofenin | Technetium-99m-Diisopropyliminodiacetic Acid | Acid, Technetium-99m-Diisopropyliminodiacetic | Technetium 99m Diisopropyliminodiacetic Acid | 99mTc-DISIDA | 99mTc DISIDA | Hepatolite",DB09164,Not Available,D019785,D06031,D0X9KI
BADD_D01066,Hetastarch,"Hydroxyethyl Starch Derivatives | Derivatives, Hydroxyethyl Starch | Starch Derivatives, Hydroxyethyl | Hydroxyethylated Starches | Starches, Hydroxyethylated | Starches, 2-Hydroxyethyl | 2-Hydroxyethyl Starches | Starches, 2 Hydroxyethyl | Hemohes | Elohes | Hespan | Hetastarch | Pentafraction | Pentaspan | Pentastarch | Plasmasteril | HAES-steril | Hydroxyethyl Starch 130-0.4 | Hydroxyethyl Starch 130 0.4 | Hydroxyethyl Starch (130 KD-0.4 Substitution)",DB09106,24846132,D006895,D03335,Not Available
BADD_D01067,Hex-hgrf,Not Available,Not Available,44201342,Not Available,Not Available,Not Available
BADD_D01068,Hexachlorophene,Hexachlorophene | Hexachlorophane,DB00756,3598,D006582,D00859,D0ZX2G
BADD_D01069,Hexaminolevulinate hydrochloride,5-aminolevulinic acid hexyl ester | aminolevulinic acid hexylester | hexa ALA | hexyl-aminolevulinate | hexylaminolevulinate | ALA hexyl ester | 5-ALAHE | hexaminolevulinate | (14C)-hexaminolevulinate | hexaminolevulinate hydrochloride,DB06261,6433082,C419924,D04436,Not Available
BADD_D01070,Hexylresorcinol,Hexylresorcinol | 4-Hexylresorcinol | 4 Hexylresorcinol,DB11254,3610,D006604,D04441,D07EGB
BADD_D01071,Histamine,Histamine | Peremin | Histamine Dihydrochloride | Histamine Hydrochloride | Ceplene,DB05381,774,D006632,D04444,D04USC
BADD_D01072,Histamine phosphate,histamine phosphate | histamine acid phosphate | histamine diphosphate,DB05381,65513,C027556,D04445,D0EN0G
BADD_D01073,Histrelin,"histrelin | 6-His(imBzl)-9-N-Et-ProNH2-10-des-GlyNH2-LHRH | GnRH, His(imBzl)(6)-N-Et-ProNH2(9)- | LHRH, His(imBzl)(6)-N-Et-ProNH2(9)- | LHRH, histidyl(imBzl)(6)-N-ethylprolinamide(9)-des-glycinamide(10)- | imbzl-His(6), Pro(9)-NET-GNRH | ((im bzl)-D-His(6), Pro(9)-NEt)LHRH | IBHPE-LHRH | Supprelin",DB06788,25077993,C029256,D02369,D0O7DG
BADD_D01074,Histrelin acetate,"histrelin | 6-His(imBzl)-9-N-Et-ProNH2-10-des-GlyNH2-LHRH | GnRH, His(imBzl)(6)-N-Et-ProNH2(9)- | LHRH, His(imBzl)(6)-N-Et-ProNH2(9)- | LHRH, histidyl(imBzl)(6)-N-ethylprolinamide(9)-des-glycinamide(10)- | imbzl-His(6), Pro(9)-NET-GNRH | ((im bzl)-D-His(6), Pro(9)-NEt)LHRH | IBHPE-LHRH | Supprelin",DB06788,25084151,C029256,D02116,D0O7DG
BADD_D01075,Homatropine,"homatropine | homatropine, (3(S)-endo)-isomer | homatropine, exo-(+-)-isomer | I - Homatrine | Isopto Homatropine | Minims-Homatropin | AK-Homatropine | Homatropin - POS | homatropine hydrobromide, (endo-(+-)-isomer) | homatropine hydrochloride, (endo-(+-)-isomer) | homatropine sulfate (1:1), (3(R)-endo)-isomer | homatropine sulfate (1:1), (3(S)-endo)-isomer | homatropine sulfate (2:1), endo-isomer | Minims-Homatropine Hydrobromide",DB11181,688024,C100236,C07814,Not Available
BADD_D01076,Homatropine hydrobromide,"homatropine | homatropine, (3(S)-endo)-isomer | homatropine, exo-(+-)-isomer | I - Homatrine | Isopto Homatropine | Minims-Homatropin | AK-Homatropine | Homatropin - POS | homatropine hydrobromide, (endo-(+-)-isomer) | homatropine hydrochloride, (endo-(+-)-isomer) | homatropine sulfate (1:1), (3(R)-endo)-isomer | homatropine sulfate (1:1), (3(S)-endo)-isomer | homatropine sulfate (2:1), endo-isomer | Minims-Homatropine Hydrobromide",DB11181,6419941,C100236,D01004,Not Available
BADD_D01077,Honey lemon menthol,"Menthol | Cyclohexanol, 5-methyl-2-(1-methylethyl)- | Menthol, (1alpha,2beta,5alpha)-Isomer",DB14123,Not Available,D008610,Not Available,D04CSZ
BADD_D01078,Hyaluronidase,"Hyaluronoglucosaminidase | Hyaluronidase | Hyaglosidase | Hyaluronate Hydrolase | Hydrolase, Hyaluronate | Duran-Reynals Permeability Factor | Duran Reynals Permeability Factor | Factor, Duran-Reynals Permeability | Permeability Factor, Duran-Reynals | GL Enzyme | Wydase",DB14740,91820602,D006821,D04455,D04GPZ
BADD_D01079,Hyaluronidase (human recombinant),"Hyaluronoglucosaminidase | Hyaluronidase | Hyaglosidase | Hyaluronate Hydrolase | Hydrolase, Hyaluronate | Duran-Reynals Permeability Factor | Duran Reynals Permeability Factor | Factor, Duran-Reynals Permeability | Permeability Factor, Duran-Reynals | GL Enzyme | Wydase",DB06205,Not Available,D006821,D04456,Not Available
BADD_D01080,Hyaluronidase (ovine),"Hyaluronoglucosaminidase | Hyaluronidase | Hyaglosidase | Hyaluronate Hydrolase | Hydrolase, Hyaluronate | Duran-Reynals Permeability Factor | Duran Reynals Permeability Factor | Factor, Duran-Reynals Permeability | Permeability Factor, Duran-Reynals | GL Enzyme | Wydase",DB00070,Not Available,D006821,D04456,D04GPZ
BADD_D01081,Hydralazine,"Hydralazine | Hydrallazin | Hydrazinophthalazine | Apressin | Nepresol | Hydralazine mono-Hydrochloride | Hydralazine mono Hydrochloride | mono-Hydrochloride, Hydralazine | Apressoline | Apresoline | Hydralazine Hydrochloride | Hydrochloride, Hydralazine",DB01275,3637,D006830,D08044,D0K1XK
BADD_D01082,Hydralazine hydrochloride,"Hydralazine | Hydrallazin | Hydrazinophthalazine | Apressin | Nepresol | Hydralazine mono-Hydrochloride | Hydralazine mono Hydrochloride | mono-Hydrochloride, Hydralazine | Apressoline | Apresoline | Hydralazine Hydrochloride | Hydrochloride, Hydralazine",DB01275,9351,D006830,D01302,D0K1XK
BADD_D01083,Hydrochlorothiazide,Hydrochlorothiazide | HCTZ | Dichlothiazide | Dihydrochlorothiazide | HydroDIURIL | Oretic | Sectrazide | Esidrix | Esidrex | Hypothiazide,DB00999,3639,D006852,D00340,D0U4UQ
BADD_D01084,Hydrocodone,"Hydrocodone | Hydrocodon | Dihydrocodeinone | Dicodid | Robidone | Hydrocodone Bitartrate | Hydrocodone Tartrate (1:1), Hydrate (2:5) | Hydrocodeinonebitartrate | Hydrocon | Codinovo | Hycodan | Hycon",DB00956,5284569,D006853,D08045,D0X5KF
BADD_D01085,Hydrocodone bitartrate,"Hydrocodone | Hydrocodon | Dihydrocodeinone | Dicodid | Robidone | Hydrocodone Bitartrate | Hydrocodone Tartrate (1:1), Hydrate (2:5) | Hydrocodeinonebitartrate | Hydrocon | Codinovo | Hycodan | Hycon",DB00956,20831824,D006853,D03725,D0X5KF
BADD_D01086,Hydrocortisone,"Hydrocortisone | Pregn-4-ene-3,20-dione, 11,17,21-trihydroxy-, (11beta)- | Cortisol | Cortef | Hydrocortisone, (11 alpha)-Isomer | Epicortisol | 11-Epicortisol | 11 Epicortisol | Hydrocortisone, (9 beta,10 alpha,11 alpha)-Isomer | Cortifair | Cortril",DB00741,5754,D006854,D00088,D0KR5B
BADD_D01087,Hydrocortisone acetate,"hydrocortisone acetate | cortisol 21-acetate | hydrocortisone 21-acetate | Colifoam | Cortifoam | hydrocortisone acetate, monoammonium salt, (11beta)-isomer | hydrocortisone acetate, (11alpha)-isomer | hydrocortisone acetate, (11beta)-isomer | hydrocortisone acetate, (11beta,17alpha)-isomer | hydrocortisone acetate, sodium salt | Epifoam",DB14539,5744,C021650,D00165,Not Available
BADD_D01088,Hydrocortisone butyrate,hydrocortisone-17-butyrate | hydrocortisone 17-butyrate | hydrocortisone butyrate | cortisol 17-butyrate | Locoid,DB14540,26133,C007975,D01619,Not Available
BADD_D01089,Hydrocortisone cypionate,hydrocortisone cypionate | hydrocortisone 21-cyclopentylpropionate,DB14541,223253,C029109,D00976,Not Available
BADD_D01090,Hydrocortisone probutate,"Hydrocortisone | Pregn-4-ene-3,20-dione, 11,17,21-trihydroxy-, (11beta)- | Cortisol | Cortef | Hydrocortisone, (11 alpha)-Isomer | Epicortisol | 11-Epicortisol | 11 Epicortisol | Hydrocortisone, (9 beta,10 alpha,11 alpha)-Isomer | Cortifair | Cortril",DB14543,636398,D006854,D01886,D0KR5B
BADD_D01091,Hydrocortisone sodium succinate,"Hydrocortisone | Pregn-4-ene-3,20-dione, 11,17,21-trihydroxy-, (11beta)- | Cortisol | Cortef | Hydrocortisone, (11 alpha)-Isomer | Epicortisol | 11-Epicortisol | 11 Epicortisol | Hydrocortisone, (9 beta,10 alpha,11 alpha)-Isomer | Cortifair | Cortril",DB00741,23694214,D006854,D00978,D0KR5B
BADD_D01092,Hydrocortisone valerate,hydrocortisone valerate | Westcort,DB14544,5282494,C038363,D02288,Not Available
BADD_D01093,Hydroflumethiazide,Hydroflumethiazide | Trifluoromethylhydrothiazide | Diucardin,DB00774,3647,D006857,D00654,D00WAM
BADD_D01094,Hydrofluoric acid,"Hydrofluoric Acid | Acid, Hydrofluoric | Hydrogen Fluoride | Fluoride, Hydrogen | Fluohydric Acid | Acid, Fluohydric | Fluorhydric Acid | Acid, Fluorhydric",DB11072,14917,D006858,Not Available,Not Available
BADD_D01095,Hydrogen iodide,hydroiodic acid | hydriodic acid,DB15778,24841,C010466,Not Available,Not Available
BADD_D01096,Hydromorphone,Hydromorphone | Dihydromorphinone | Hydromorphon | Palladone | Laudacon | Dilaudid | Hydromorphone Hydrochloride,DB00327,5284570,D004091,D08047,D04JHN
BADD_D01097,Hydroquinone,"hydroquinone | p-benzenediol | 1,4-dihydroxybenzene | 1,4-benzenediol | beta-quinol | Hidroquin | Hidroquinona Isdin | hydroquinone, copper (1+) salt | hydroquinone, lead (2+) salt (2:1) | hydroquinone, monocopper (2+) salt | Licostrata | Lustra | Melanasa | Melanex | Melpaque | Melquin | Neostrata HQ | Phiaquin | Artra | Eldopaque | Eldoquin | Ultraquin | Solaquin | Esoterica | Hidroquilaude",DB09526,785,C031927,D00073,D03UOT
BADD_D01098,Hydroxide ion,hydroxide ion | OH- | hydroxyl ion | hydroxide,DB14522,961,C031356,Not Available,Not Available
BADD_D01099,Hydroxocobalamin,Hydroxocobalamin | Hydroxo-Cobalamin | Hydroxycobalamin,DB00200,70678542,D006879,D01027,D0VF4H
BADD_D01100,Hydroxocobalamin acetate,Hydroxocobalamin | Hydroxo-Cobalamin | Hydroxycobalamin,DB00200,70689311,D006879,D02707,D0VF4H
BADD_D01101,Hydroxybutanedial,Not Available,Not Available,5288169,Not Available,Not Available,Not Available
BADD_D01102,Hydroxybutanoic acid,Not Available,Not Available,10413,Not Available,Not Available,Not Available
BADD_D01103,Hydroxychloroquine,Hydroxychloroquine | Oxychlorochin | Oxychloroquine | Hydroxychlorochin | Plaquenil | Hydroxychloroquine Sulfate | Hydroxychloroquine Sulfate (1:1) Salt,DB01611,3652,D006886,D08050,D0OJ4L
BADD_D01104,Hydroxychloroquine sulfate,Hydroxychloroquine | Oxychlorochin | Oxychloroquine | Hydroxychlorochin | Plaquenil | Hydroxychloroquine Sulfate | Hydroxychloroquine Sulfate (1:1) Salt,DB01611,12947,D006886,D02114,D0OJ4L
BADD_D01105,Hydroxyethyl starch,"Hydroxyethyl Starch Derivatives | Derivatives, Hydroxyethyl Starch | Starch Derivatives, Hydroxyethyl | Hydroxyethylated Starches | Starches, Hydroxyethylated | Starches, 2-Hydroxyethyl | 2-Hydroxyethyl Starches | Starches, 2 Hydroxyethyl | Hemohes | Elohes | Hespan | Hetastarch | Pentafraction | Pentaspan | Pentastarch | Plasmasteril | HAES-steril | Hydroxyethyl Starch 130-0.4 | Hydroxyethyl Starch 130 0.4 | Hydroxyethyl Starch (130 KD-0.4 Substitution)",DB09106,16213095,D006895,D03335,D0M5OG
